uid,vbm_vac,cbm_vac
F3In3-42760770c17c,-5.2339175032056104,-3.023360575209444
Pb6I12-6ab8edc0f1d3,-6.597364214969659,-4.577701579919475
S2Ag4-b7ce19981b42,-6.579339932919165,-3.9602156206831047
Ti2I4Te4-3e046216e112,-5.277366407124771,-3.6510659648831565
Zr2Cl4S4-f1470c4b3d7d,-6.785984182084764,-3.993264039001857
Ag2K2Se2-4d4895b2d7bf,-2.8165756560482382,-1.5169192482952283
As2Ca2Rb2-ebe58e2a89dd,-2.5991962018642045,-1.0815252270880267
Au2Li2Se2-410fb65305b5,-6.121508422759094,-3.7589501094473836
Br2I2Sn2-e695f2a490fe,-6.24767644963446,-3.6615891415194644
Cs2Na2Te2-2eda63b42e73,-2.9414211079595356,-0.8888002858031878
K2O2Rb2-c428df709d76,-3.044212097129373,-1.2722053608250448
Ag2Ge2I6-86db18e75c28,-6.3755307380652795,-3.468712887462696
Cu2Hg2I6-b81c3dfd3803,-6.559503056889428,-4.543510186508479
I4In4Te4-feae7ba557bf,-6.402633276365332,-3.958530425734066
CCl2Sc2-e635ae193700,-6.309140996669763,-4.402299537774435
Cl2Cu2Hg2Se2-369025f9df19,-6.697514311229812,-4.394964472952961
CuInP2S6-69cc17843190,-7.019737022083618,-4.19218156932097
S2Sn2-a8ffaf9a2b50,-5.5053648053313955,-2.9854504496353913
Hf2Cl4-1df1d939b858,-4.75020926525977,-3.2749153421049306
Bi2S3-9e4974207024,-6.867730043289512,-5.826325791240416
Ag2F2-44f6ed525a5a,-7.23211197064233,-5.422382475945113
Cd2Te2-3a9e0525e324,-5.513185290207612,-4.18258571210026
Hg2I2-f7e70d2b90ad,-6.393712433408363,-4.475415176749841
Hf2I4-236ec74b0662,-4.099709826963538,-3.085221868584409
MoSe2-f61b14d398c7,-5.309145449151769,-3.504983151160496
Pt2S4-216f8f2dd8c1,-6.347594444259586,-3.560859552087414
SeSb2Te2-915f01ae4126,-5.2069099627430155,-4.4307500576866925
WAu2Te4-fa9b643288c1,-4.367649519705953,-3.5751735629222035
Tl2Br6-ef8df28dd878,-7.8070073913860405,-5.945224583913134
AsBrSe-989f469f06bd,-6.344856121277659,-4.505703539613471
Bi2I2S2-c8b75389b30c,-6.575419486600408,-5.186362482414469
I2N2Zr2-0da35ef15eab,-6.264312953025391,-3.9739040322502786
Co2H2O4-3e1267eb3704,-6.127604888561823,-3.531290379481898
Cr2P2Se6-2897f2d181b7,-4.876245754977356,-4.052368306040862
Hg2P2Se6-1be2727e385c,-5.986216025924318,-4.649470556178312
Mo2W2Te8-c04fc052f2ca,-4.6617752279914315,-3.383081853782861
Br2Zr2S3-25a3f533a2c6,-7.256291053286324,-5.041080223235168
ClO2V2Br3-6813cb0e2dff,-5.907919060876392,-3.931664680737601
Se2Ir4S6-14b9bb27a8c6,-6.243992670709457,-4.707653779596871
HfIrCl2Br4-f6ffdaf5a29a,-6.13509232020579,-4.010193834886896
IInAu3Br3O4-1619e511d126,-6.9847687252992845,-5.354319332810598
OsRuCl6-163ae7edabe5,-6.365963177892764,-5.170154119495808
BrHVO2-84d98d2eb376,-6.290703572358705,-4.008656811139224
ClCoIrBr5-76a32a126f38,-6.745880069404132,-4.379721287204163
Br2Cu2S3P4-cff9f737d132,-6.997404875187654,-4.011945605253383
Cl2Cu2Se3P4-a26b41fc3ebc,-7.003957145794632,-4.32379156911831
P2Pd3Se8-dd109f741f58,-6.751004547668504,-4.364892622771439
Au2Cl2-a2e424ea817a,-7.111213553883584,-5.634368692117995
Cl2Hg2-00963322e0ca,-7.827501734158421,-5.504363779328798
Ge4P8-c71cea19a5f5,-5.992409459046732,-3.948266552510715
Pd2F4-a8808d5f5032,-8.361026013838199,-5.754802114135378
Nb2Br4Te4-f307ee915eb3,-5.048737333447507,-3.8280580346710433
In2Ni4Se6-f47a2c6eb5e6,-5.239916239238262,-4.466611051859179
MgIn2Se4-808924d0e86d,-5.8007489930280975,-4.424390226694182
Cl2Ta4Te12-8bd253170c81,-4.823041132163875,-3.686961776513863
I2Ta4Se12-8cf64e764391,-5.132996601836539,-4.118831657944635
Br2Re6Se8-6bc75134fdba,-6.659432079089305,-4.8029455054684345
SNb3F7-b9bcde30476f,-5.883321096203931,-4.011068800595607
TeTa3Br7-e98add638eb1,-5.14876851663241,-3.7519889551932213
Ag4Cl4Te4-02d926b9079e,-6.974506815367906,-5.727274985280177
As4Pd4S4-f5848a127c46,-6.426658890881412,-4.925279868418638
Au4Br4S4-9089db486d02,-7.404208287229432,-5.403769695008728
Au4I4S4-710256273e89,-6.51424227368709,-5.17084255318771
Br4Cu4S4-53eee6ea7e16,-7.73994759415009,-6.211492621624782
Br2Rh2S2-010a3124257f,-6.552578047498976,-4.417091900278237
Br2Sc2Te2-ea0de383df8a,-5.279000159885054,-3.6615963289308024
Cr2F2S2-3effcc08f6a7,-7.221183976945279,-5.698680329509054
Cu4I4S4-1ca2a61e8ebb,-6.936756363264884,-5.778774052660634
F2Ir2S2-1699f359d94d,-6.427604667388872,-4.323455148739605
I2Ir2Se2-73f5a0303334,-5.400923615913516,-3.5439895350500463
In2Si2Te2-cf9d45615910,-5.252636289476909,-4.21551001405693
P4Pt4S4-8bc4678be34f,-6.531896613984244,-3.877960837642245
Na4Sb4S8-4535b9c4898c,-6.015948058385051,-3.9144329202374326
AgTlP2Se6-5b4574882399,-5.957621353513047,-5.056251137465253
AlLiP2Se6-8321b6ade75c,-6.4830546236992355,-3.5635880928025827
As2Cr2S6-82114af86226,-5.725932045864361,-4.042697715431423
As2Mg2Se6-51b3844abf0f,-6.63616626774024,-4.500899523151343
C2Cs2O6-719b256695a3,-8.064484271066982,-5.436954286358061
Ga2Ge2Se6-3ca41acb750f,-6.190411074924572,-4.561352883805901
Ga2Si2Se6-25c7104900e1,-6.32037853414506,-4.2924157313883775
In2Si2S6-6ba7c92d40a8,-6.928133097597585,-4.2687812018402616
Hf2Si2Te8-69ce6de9e029,-4.808488171778246,-3.651578027968298
Ir2Nb2S8-bf5221fcdc7b,-6.309003320217724,-5.055933605852424
Ag2Br2Cd2Te2-610403aef371,-5.982281155593095,-3.868644941472356
Au4Br4F4S4-8533e06056b4,-6.991003203185219,-5.55320374132804
Cu2F2Hg2Se2-707cccbd40cb,-6.163852337395241,-4.161279773287249
Bi2Hg2I2O4-42d449d4ba48,-6.434445058928258,-3.7750422718867522
F4P4Sr4Se8-0cec8c2cf858,-6.231712570866619,-3.83466574008969
C2Sb2Sn2H6S6-be2162c13bb3,-5.5083692044902195,-3.082705717579168
Br2Cu2N2C6F8-1a1d1d37f37f,-7.060411915018915,-4.966976394088812
N2Rb2Ru2S2F10-83740b3897b6,-6.640665822072103,-4.01907332719766
Ag2Te3-3063ab1c8527,-5.345878683510767,-3.926914142340345
Sc4Te6-d5cdc34dc7c2,-5.2767280571216135,-4.062391819321915
S6Tl8-7ab6e3a2bcd5,-4.56897748649266,-2.7708793591182737
Au4Se4-6d6b1c395901,-5.590791684631809,-4.491241814588257
Br4In4-89634906175e,-5.572729017511977,-3.222829730432844
Br6Tl6-a5b59c401a9d,-5.914461452306506,-3.034639776069357
Hg3Se3-a5e75891540d,-5.770078365716419,-4.522132381313408
Ni4S4-3241af493cfa,-6.166417970560984,-5.278319874161945
Pd2Br4-de39e51a66c9,-7.032452167148726,-5.020016623811969
V2Br4S4-0d6a21c405cc,-5.852089778328962,-3.679202143224609
Zr2Cl4Se4-7c6504b8abf2,-6.358076871823411,-3.8179280196490804
Sc2I6-a3a1586d1c5e,-6.09121865639651,-3.46342552574086
Ag4Li4Te4-6b96e8714ef5,-4.496966174382272,-2.6657139026336454
As2Cl2Si2-4fdee8670c30,-6.286966409599811,-3.586268600304137
Au4Na4Se4-ca2b29ff2099,-4.278240271293856,-2.294371881174573
Br4In4O4-aa4d353b04f2,-7.790436670273891,-5.675708693831457
Cl2S2Sb2-e0d32f9fbe77,-6.920942410327161,-4.664521213555496
F4I4Sn4-0eb116b04da3,-6.466586577880945,-3.713047342231701
K2O2Rb2-236fecb345bc,-2.852955047349393,-1.1345671499537369
P2Pb2Tl2-9ee3d3a2059b,-4.005154434428224,-3.30512653302649
H2Sb2Se4-cebe47198407,-5.778096121349616,-4.633651404212549
Ag2Hg2Br6-51be7347a0a8,-7.271733307862277,-4.770037183838644
Hg4I8-e23351837840,-6.7789109770770715,-4.289118532412536
Ru2F8-5b1d25d726e0,-8.987893755799828,-6.701512726358546
Cu2I4O12-d98e8fc8cb52,-7.315606356144528,-4.420411214924567
Ge2Hf2Te8-8a1880beea0b,-4.791644877567855,-3.724944861982545
PbSb2Te4-8e5a0876861b,-5.3010166211589835,-4.596574727305202
O2Ta2I4-ada3369084ef,-5.308295587860628,-3.6717627887033766
I2N2Zr2-0836ded4c924,-5.199436984660765,-3.964463383659817
Ba4F4Sb4Se8-fed9bbad4345,-6.054656325501028,-4.00952437128371
Br2Mn2Sb2Se4-273b68127629,-5.346538174438443,-3.9804222114181034
CuInP2Se6-62b49a0c8a27,-6.46492335981749,-4.4140171589109976
Se2Sn2-fdc2b9533037,-5.444828405962616,-3.2231092203395457
Ag2I2-0c52f79478e2,-6.157055764705712,-3.3752061827722835
Au2Se2-3a5cf30b34d6,-5.97051458012543,-4.409156402596237
Ge2Se2-9b75762d0ef6,-4.7592202377607356,-3.2000381389296626
MoO2-152bd69757aa,-6.984422051258352,-5.332982708884343
PbI2-82db29775962,-6.7991197460028125,-4.499447842583534
PdO2-de604d79f9c3,-8.803193458608238,-5.927701157896787
Rh4Se8-af61e881e0fa,-5.988960889705416,-4.942684387844336
Ru2Se4-7bbcf668755a,-5.789070710320328,-4.193833754410059
WTe2-3c87365bc48c,-4.500864404350649,-3.3600002482350058
ZrCl2-dc09b7c396eb,-4.070012908425709,-2.569985041807123
PbH2O2-312f30a3cbc6,-4.734813641734401,-2.0204859356391065
Al2Br2Se2-1b6ba48355c2,-5.955965067474165,-3.6334857274965224
AsBrTe-64921449e408,-6.149773465874619,-4.31050266670764
AsIS-b13beafa16aa,-6.1896363524483,-4.239629737034787
Bi2Cl2S2-99346f7e250f,-7.522783127629875,-5.864367830899163
Br2Sc2Se2-5ac3898b9a10,-6.535208153346302,-3.715213440702415
ClIZr-73202b4b7837,-3.7234114195901826,-2.4067990932215975
ClSbSe-0c0fbdaf8f4a,-6.652618100396558,-4.8488946067850005
Hf2I2N2-f02e6e3d1130,-6.215182817858309,-3.5511839520948216
ISbSe-df0019ec24b5,-5.952852620274742,-4.423699716519952
SSeZr-1a9901838600,-6.196815395384774,-4.683005386256773
Ag2I2Te4-27e83673114d,-6.054384537132618,-4.165299565289551
Co2H2S4-8a604096ad78,-5.816503297964559,-4.612097561568812
Al2P2Se6-90d84f697622,-5.101083628925416,-3.896339559072936
HfMnI6-502a8c200800,-6.445441171620125,-3.6578642100528898
S2Cl4Se4Zr4-246f8c168069,-7.244348409431839,-5.927542871887603
SeMn2Cl3-34c4335e83df,-6.996761447223358,-5.503016911898923
PdNi2Br4Cl4-891b419ecbe5,-7.752465121209334,-6.147982476894568
AuInCl2S2-5aa3d8b92b5a,-7.498805096827036,-4.914405922443554
GeZnBr2Se2-606fec19ac7b,-6.301537184623044,-4.800997579195687
HIOSr-b95a1b2052eb,-4.864409731288503,-2.8483015698164005
ClGaMnBr5-cda836451521,-7.504195868435261,-5.584815623881436
Br2Cu2S3Sb4-2dbd9e80e4b9,-6.293665544910577,-3.617509885560497
Br2Cd2-2b24ece7d0b2,-6.617274909002422,-4.14430511170005
Cd2Cl2-0089607de839,-6.695016988871842,-4.385317967166426
F2Pt2-bad21013bab6,-7.783762197693719,-5.61875757653575
Ga2O2-246f99de7589,-7.803239855897822,-5.379916771222222
Ge4Sb8-034423cf6a88,-4.881108310281384,-3.5481488038464546
CI2Sc2-62998badfdce,-4.633109647256845,-3.8739230586440865
Nb2I4S4-79eb4c9112cb,-5.776854978364842,-3.4927215216374785
SeAs2Te2-61fd731383f1,-5.146750381244132,-4.153585177950964
Ta2Br4S4-1ec3b7bd4ddc,-5.728346116703282,-3.3238796416579417
HgBr2Pb2S2-4e2a95fb987e,-6.485042830475537,-3.6676702670364296
Tl2Pd4S6-8d0ae12751b7,-5.56046814992438,-3.651774422980754
MgIn2Te4-6205135ebc1f,-4.949598946108525,-4.087879372266251
I2Ta4Te12-f426ae51290b,-4.835165755047399,-3.8112357526448464
PdRe2O8-12cdaf7a7dd0,-8.736914549007171,-5.957099641039155
Pt2F6-1e800b7806a3,-8.206466849541068,-5.503263189528352
Br2Re6Te8-13a6002e17ec,-5.632968902223003,-4.68848424206543
SNb3I7-f03f5472565a,-5.333464597894317,-4.098642388677457
TeTa3Cl7-7fdff418de0a,-5.273525264464411,-3.7636065470754407
Ru2Cl8-1c1ff44e5c71,-7.292733130638943,-6.309342694707767
Al2S2Si2-b3d85416ef1b,-5.1035666683603615,-3.3842003932729385
As4Pd4Se4-74197c62b6be,-6.199384151835444,-4.916852144166194
Au4Br4Se4-ce1090b7fd22,-7.174106247898788,-5.18357095536556
Au4I4Se4-18a046cb6d9a,-6.467389706315604,-4.983531948372868
Br4Cu4Se4-9046edd34324,-7.407132670426258,-5.988185286507111
Br2In2Te2-c919100fb7bd,-6.983817043291348,-4.510333419005759
Br2Rh2Se2-e7e3f0878b3f,-6.408331260771651,-4.268713871075125
Cu4I4Se4-7a8fd5b8781b,-6.80543447596149,-5.593572517819095
F2Ir2S2-72b7fdfc33c5,-7.3459040442225145,-5.90917881079974
Ga2Si2Te2-a86161664adb,-5.313958632507862,-3.468938421470805
Ge4P4Te4-374d0c6c5204,-5.513225961513445,-3.6786320182606618
P4Pt4Se4-e17fda9b0375,-6.288603908078141,-3.8535060624293025
Na4Sb4S8-4cb256885450,-6.0146674564701375,-3.913085059325744
AgCrAs2Se6-00c2df1a5c91,-5.922335472063738,-4.651920675803492
CoLiP2S6-9297fbac30e1,-6.979922184745631,-4.584720683162667
CuVP2S6-992c0ecabf0d,-6.3866918313178775,-4.728582794363597
GaNaP2Se6-afc23a370cdd,-6.491286448654131,-4.081350484982956
InNaAs2S6-b86d8d87fbda,-7.135259488555735,-4.299231619437619
Sb2Sc2Se6-1e11839ea1c1,-5.525465624548161,-3.929508206081818
Hf2Sn2S8-65b6ebc957e2,-5.806273694474583,-3.8288503735093347
Mo2W2O8-593cef4ba4b0,-6.858349294763192,-5.018248693106153
HfPdBr6-f1eac7ea22fc,-7.054491935390338,-5.051886287010747
Ag2Cd2Cl2Se2-7f83171c3309,-6.328950346808309,-4.247744224596308
Ag2Cl2Hg2S2-e10b50f6d0c5,-6.87988666332746,-4.353859707752591
Au2Cd2I2Te2-01b5bbfc75d5,-5.400236967043126,-3.8990164685613284
Cs2N2O2Os2F10-e74e88b4f1d6,-7.888686165965406,-4.998029534058566
P2Se5-36860015f0fa,-5.742393283111793,-3.7866759647195534
Si6As8-6dd188af2e2a,-5.6796083970056195,-3.6019584203500026
AsSb-5f0b466f7a74,-5.263465069631637,-3.5185252427081983
Hg3Te3-cd59b0197f37,-5.166818334862045,-3.992823265916244
Ag4Cl8-e7efa0b07b04,-8.31984882915602,-7.541969673362278
Cr3Se6-9f686f1d9589,-5.2701074378856685,-4.111924621071412
S4Ag8-8998896c4f0f,-6.631365477395693,-3.658405370547171
Sc2Br4S4-39e773ec8522,-6.9698801471455845,-4.5756920321970815
V2Br4Se4-bb0847d98d44,-5.422837688657815,-3.612826891086741
Zr2Cl4Te4-92ad85fe079e,-5.586999104300267,-3.8862027678933337
Ag4Na4Se4-58c9b25e5da7,-3.9614853610157237,-2.6297113474831795
Au2Rb2S2-605bde70c754,-3.2687748282769435,-1.490834217934728
Cl4Ga4Te4-183201fc7271,-7.0313810107843,-4.16344188903647
K2O2Tl2-154c1c22461d,-4.335069192493727,-1.8988148206486049
Cu2Sb2S6-6627e766c0c3,-6.713872816762407,-5.356002872719705
P2-6d3f01e27e31,-6.648941194092733,-3.914980769415619
In2Te5-b66be03c9cb5,-5.371747245646434,-3.7227246473637794
MgAl2Se4-6abc5afac004,-5.423221122776518,-3.439702236531425
Br2Cr2O2-40d95997a4f9,-6.68635818818786,-3.934152489964706
SeTa3I7-9e50f5a01c6b,-5.10588936815433,-3.850332805707839
W2Sb4O12-1a26b273a618,-7.696218571955717,-4.745288555945683
Cl2Mn2Sb2S4-313196b2435e,-5.696729340601301,-4.077864994289859
Cr2Br4-6ac7d821ad3a,-6.256753793754425,-3.656732733891347
Br2Cl2Cr2-39b94cf84aaa,-6.460953647712235,-3.5918349438270076
Ag2I2-d7506967a8d5,-6.22619617098695,-3.304310717344903
Cl2In2-9d0130e99f0c,-6.855769814310758,-4.818379527395651
Ga2Se2-394e5709a3ac,-6.2640893304371446,-3.758399947379096
In2S2-172ef584c4a6,-6.861641595948422,-4.43081634674094
CrSe2-9a6ff6a3c41a,-5.130011557472282,-4.001577138311476
Ir4Te8-b7f7b2f1f103,-5.057761047040231,-4.160238899826156
PbI2-9e6494406d07,-6.7366025107975505,-4.332678421938635
Pd2S4-b53de4491ef5,-6.320918595848251,-4.306074141942062
PtS2-77caffd1d3ed,-6.87435653284961,-4.386395169850859
Re4O8-7ae3f753661d,-7.166978923293687,-5.069460139174943
Re4Te8-7c1336422fd2,-4.793500557299779,-3.462563894541291
SnS2-08a9307b286e,-6.879446135449695,-4.370083702581694
WCu2S4-812e863395ac,-6.8423398026203825,-3.8482286112728206
Mn2Cl6-5d0554fdd87b,-5.242075769094506,-4.363469938152161
Tl2Cl6-a7ad562f5ed6,-8.88799801132317,-6.162576980020463
BiIS-acdcd16c0d76,-6.687019832491504,-5.213045853539063
BrClTi-d3f135b9cf41,-3.77693226367582,-2.480226151165444
Br2Cr2S2-806bd2cbdf65,-6.943201507222053,-4.9203279664818265
Br2In2S2-7214206fb620,-7.234223273786309,-4.505537275798069
Br2O2Tl2-c3c952d61f44,-7.936760952977065,-6.158868126637752
SeTeV-716e51e45afe,-5.057284368408717,-4.2262561100734235
Au2Br2Se4-195d21444368,-6.312633008745056,-4.809717412166293
Cu2I2S4-f8587bc84f8a,-6.870132919536884,-5.052556199302934
In2P2S6-793870f62166,-5.854522635849939,-4.459594416664875
ClHf2Ti2Br7-aa85aec092a1,-4.368453592937274,-3.2713550793899286
SeNi2S3-b27bc344dbec,-6.301845804735647,-4.952237828585119
IIrTe-0a961f16fb2b,-5.23137290852573,-3.410243648488759
SSeGe2-317532774258,-4.8968854991052595,-3.131246612243145
BrClN2Ti2-c09902ddac6a,-6.882761424636274,-4.76545098507148
BrIAl2S2-d94ee8813a82,-6.036082122232216,-3.844198061859469
SSeAl2Br2-5e112bae3cad,-6.293640853183974,-3.556360958687752
SSeI2Rh2-95b6db7a5c21,-5.797198716666067,-4.817391110837933
BrClI2O2V2-7908c340fec2,-6.72166041422607,-4.131750609963368
AgGaP2S2Se4-d4e7689b8581,-6.116152103686307,-4.314796542858221
ClIGe2O3-8633e7ef375a,-6.095254779463701,-4.149063224100764
MoZrBr3I3-708e7bbf0b4c,-5.330419527114892,-3.687995421655072
AgMnBr4-aebdc5e23a9c,-7.044997150792414,-5.665447341215133
BrClS4I6In8-7b120c0fcea0,-6.32932213398513,-4.364596494240837
ClIOV-0a9188fe268d,-6.376725561778695,-4.248065429335981
Br2Cu2Se3As4-286a166a4fe2,-6.4835074918233015,-4.000268212245769
Al2Mg2Te5-1ed2fefd5639,-4.579619970504011,-3.370156849859674
Al4Te6-cf8725bf791e,-5.668118464530536,-4.139253745709153
In4S6-237fd01ab215,-7.410512772488023,-4.829478146681409
Tl2Se5-f81a5e488f5f,-5.944445849141359,-4.469102867962251
Al2Te2-f181539612a4,-5.138868388270069,-3.053211059352357
In4Cl8-82bfe5d6f520,-7.465182724885566,-4.58443380342732
Sn2I4-517403b81a90,-5.8763274633878755,-3.6985177339265842
Nb2Cl4Te4-79a8d6da4b48,-5.012675554248415,-3.992565297007449
Nb2I4Se4-3108441fe542,-5.450990983440072,-3.640997740026811
Ta2Br4Se4-c63c8e5e47c6,-5.372251898587359,-3.647263870719148
FeGa2Se4-2c208055be6a,-5.463869465698409,-3.7033495793420994
Hg2Na4I8-da6e68049fd5,-6.88859379444209,-4.031305862611009
Sr2Bi4S8-c68645ddd3fb,-5.416862462395539,-4.66104041246536
STa3Br7-39067255bbf5,-5.402410109206464,-3.8920720284782115
TeTa3F7-3d08d9502a71,-5.159526529874215,-3.457162260673607
As4Pd4Te4-bc9376183fc1,-5.7939796922714795,-4.826726999678643
BiFS-b6a6f04528dd,-7.332693147119533,-5.077284579808115
F2Ir2Se2-c7d6a26af273,-6.1973227954470715,-4.025710588940461
Ge4S4Sb4-87509435e6e4,-5.98722923510994,-3.5110451348548875
I2Ir2Te2-b5892f644981,-5.3341146351420745,-3.6628971233451475
Au2Cl2S4-a968fc1e85a9,-7.193046449933757,-5.279560249202593
CoLiP2Se6-30df4e4a852d,-6.363394749266675,-4.359629664211775
CuVP2Se6-34c64c8665e9,-5.975304979191633,-4.46472276313559
InNaAs2Se6-116f6c0765ec,-6.536932077092159,-4.41609500140863
Al2Ga2Se6-1ae27fd027e8,-6.580260326161909,-3.8514259096093997
As2Cr2Se6-91a65117910b,-5.1421950326038965,-4.292601867293951
As2Si2Se6-fffbadebbf26,-5.826865563371435,-3.288478278436738
C2K2O6-17e8c85175b6,-8.3929857045055,-5.700721750703672
Ga2Ge2Te6-7cd04efb4b40,-5.155952329928362,-4.413005893272455
Ga2Si2Te6-fdb199dd71dc,-5.227093306621086,-4.500721605839348
In2Si2Se6-11465bef4877,-6.428486096352873,-4.314377575019336
Ni2Se2O6-14df853370f3,-6.386436993908211,-3.8320175127846996
Pd2Te2O6-5d807d4cd40d,-6.007078048423058,-3.498265378864475
Hf2Sn2Se8-29fc8400c118,-5.3058701361108085,-3.691921502890432
Ir2Ta2S8-fa4ce7f5bdce,-6.333327554872122,-5.002015772378358
P2Sc2Se8-5fcdcb0b5525,-6.375404860516019,-4.221883082580859
HfPdCl6-16e415c5dcc2,-7.755111680849707,-5.295815230024907
Li2Nb2I12-36fb8f6b2dd2,-6.204613210583449,-4.518302540956384
Ag2Cd2Cl2Te2-befa20c1479e,-5.896444262674496,-3.7431497342805518
Ag2Cl2Hg2Se2-8041fa0f0c67,-6.596391389994384,-4.234756833144213
Ag2Hg2I2S2-12bd342ea8e1,-6.301562717999171,-4.292706717100467
Au4Br4H4S4-80f51d27b527,-7.273802012228342,-5.376646441096984
BrCdHO-d53ee85026d9,-5.9892664470305945,-3.316456620725975
Ba4Cl4Sb4S8-b1cbf246daa2,-6.3117953480010645,-3.34496130653673
F4Sb4Sr4S8-6fa0b4f60915,-5.978878354628181,-3.8873704105168128
As2C2Ge2H6S6-2a66eabf407b,-5.544102871444089,-2.9519977351001203
C2Ge2Sb2H6S6-c6346496a115,-5.448460074709832,-3.062664357073058
AlCdInS4-aae03c270ca8,-6.017168645542045,-4.139925509368517
Bi4S6-b97fadc0206b,-5.945468125567595,-4.409847363011143
Y2Te3-92322be98b10,-5.840609600240802,-4.21532833324268
Be4Te4-10d819872565,-4.949073135089996,-2.4439025838276986
Fe3Se6-154c79c452d2,-6.23132772206245,-4.86886108220781
S2Au4-75adb6bee627,-5.377343384393591,-4.238362696958211
Se2Cu4-92ceaa56d8a0,-6.016884181049143,-4.80795267377365
Hf2Br4S4-a6b4c785fc3a,-6.70316925883289,-3.822689683443168
Sc2Br4Se4-daa99f453f74,-6.4780260907304195,-4.457480675816733
V2Cl4S4-e611d871af40,-5.877191728492116,-3.6448337644574913
Zr2I4S4-3a3abc812795,-6.563725634646005,-4.049592805883192
Ag2Na2Te2-b53dfa0bf4cf,-3.777703176116395,-2.359093822571574
Br2Co2I2-ac99918bf48f,-6.439538188778639,-4.225306095239907
Br2F2Pd2-eb80fd10cf63,-7.497882649787448,-5.361211970148778
Tl2Pt4S6-c075fd56304f,-5.53393293090088,-3.460319425346352
TeTa3I7-88d0d3a29896,-5.005437940471097,-3.7820062709785685
Ag2Cr2P4S12-c3bdd3a464e2,-6.8369884370403105,-4.1216573382985935
BiCuP2Se6-0e28aa0ec195,-6.363725190382037,-4.303600448521378
Ti2Cl4-dd95e2037e0a,-4.638396518998366,-3.6416518088918193
Ag2O2-520a721ec074,-6.698456785575711,-5.572660395469267
Al2S2-dce599ea3912,-6.7101580471097995,-3.7655562515025234
GeSe-211bcb7f05d6,-6.222464666525756,-3.307945426053141
In2S2-1b7899449ed6,-6.842809256920608,-4.488751471755482
Sn2Te2-03bcf7dcdaf2,-4.228841567138573,-3.3314274513887914
MnS2-a1fb52b45531,-5.915095166734783,-4.78091899670446
NiI2-0e87e38a2099,-5.898823982308399,-3.994781681551734
Os2Te4-20733aabace8,-4.946905994010004,-3.567945201597702
SnS2-42a44e4e7298,-7.381793416162994,-5.021120672082947
VSe2-8535e643c6c5,-5.4630419949317055,-4.485545778140873
ZrSe2-7dc2a0a57b42,-5.8860203802090965,-4.683654899278065
WCu2Se4-3630245c0f9d,-6.1695004942720795,-3.7250721006117904
Cu2Cl6-28fbb0f1e271,-8.37218147263072,-6.9632423932492715
AsISe-5d829e480507,-5.943556724240972,-4.2586288235304455
BiClS-c96ef4fc869c,-7.380108477175156,-5.635187518777973
Bi2I2Se2-efb58383c7bd,-6.559503626064663,-5.379135061372816
Br2Cr2Se2-6d18e7a36c5a,-6.322517638193867,-5.31366293528114
BrHfI-836a1091409d,-3.361143863792787,-2.204128584214895
Br2In2Se2-06798ff26674,-6.66107378098158,-4.774108672969559
BrSSb-4da5c6be60db,-6.564186723438219,-4.726600571489152
I2O2Tl2-819911a90521,-6.462781577749544,-5.597500079742049
ISbTe-0f02957b17cf,-5.63654757670722,-4.314934923894276
Au2Br2Te4-5e64ed168c9e,-5.943634959200896,-4.322379556764013
Cu2I2Se4-b30d27347163,-6.720690539490846,-4.62146182748087
Cr2Mo2Te8-988b11badabb,-4.691973216287388,-3.7121729399532946
Se2Bi3Sb3S7-72bc061cd0e5,-6.16300995467896,-5.291654699842114
Br2Cl3Mn5O6-ab1c298ba0c6,-7.264794452045107,-6.263261191566633
SeBi2S2-7c8e394106f7,-6.583435947900681,-5.659979275928662
PdPt3O8-a438c62779a9,-8.130587001575192,-5.682888114771789
Br2Cd2S2-2ad8b785c57e,-7.1350593954323305,-4.341926160764587
ClCrTe-736cdc178a46,-5.248752201408637,-4.141196862510765
Cl2Cu2I4-083a955dd2ed,-7.035362472328995,-5.962381517508366
OZrBr2-983bba138ef3,-6.778249989757558,-4.533199528005035
BrICr2S2-986f6cdab532,-6.3181987477653125,-4.100324502134461
CoRhRe2S8-2598aa443525,-5.642463562873161,-4.912946873815264
NiPdIr2Se8-9b27a74142eb,-5.737418094736937,-4.704698639091925
AuTlI6-126e08c17e7d,-6.581299980192544,-5.22269749273815
InMnBr6-6a990abac7ee,-7.442288965560363,-5.721518693012288
AuBrHgCl3-f2c8521426c7,-6.704585259414515,-5.556471233513296
TaVZrS3Br4-c56c27687907,-5.036362135804357,-4.034646573874993
Ag2Br2Se3As4-a2392ff03900,-6.420772889575402,-3.848966041743635
Ag2Cl2Se3As4-3ba4c543e5d7,-6.663955568817174,-3.819485754950443
Br2Cu2Se3P4-88d5808c17e3,-6.832307303518636,-4.276119805320047
In8S12-807656f81568,-6.8147610374045975,-4.124308670271166
Cr4O10-ab5b57412831,-6.921807755670662,-5.600978663520571
Tl2Te5-9f9ff4b46a1b,-5.392498479818005,-4.289999608368724
Cd2I2-369d58ce1d9f,-6.20597493594148,-3.5641416624168984
In2S2-bb4d7aa7b2d9,-6.192039791777983,-3.528005298370742
Cu2Cl4-4503d1131e4b,-8.148146156946957,-6.125227853538311
SiS2-363c834f218e,-6.303445517676115,-3.51168712697592
