uid,vbm_vac,cbm_vac
Rh2Br6-e56454dbf5b1,-7.039752266425507,-4.30309407858144
Ti2S6-5529ea42c5a9,-5.628133139787599,-4.175660162787344
BiBrSe-de5756e4fbfa,-6.782620536546169,-5.419891189837291
Br2Co2O2-1bab432008e3,-5.790770645702114,-4.989356575280776
Ag2Cl2S4-f98532e454a0,-7.308717750056629,-5.056475235193259
P2Sn2Se6-a056ab5346bf,-5.542685393750823,-4.213706339951666
P2Zn2Se6-80919996ffa8,-6.123229827496797,-3.9009502760930093
SI2Mn2-9542847d289e,-5.744967266992787,-3.5258801814815977
IHf2Br3-3c5f5b072bef,-3.4071083645216733,-2.2418661644303013
BrHf2I5-2e40afa07250,-4.456680580249763,-3.4334506022015043
Nb2Br6-12adbdb58db6,-4.866662706594485,-3.8624284127223905
CaSn3Br4S4-90d991faf3e2,-6.309104846159916,-5.005277609058335
ClIrS-56c34c9cf88a,-6.200631057446103,-3.6956487411146504
GaInS2-5afaa8f1c630,-6.862951026930532,-4.293319413796088
BrClIn2S2-82d7c74da428,-7.293566478932945,-4.608711752185291
InMnBr2Se2-0442105926c0,-6.246095793750482,-5.456126391909173
ClIMnO2Sn2-8e286d68efb3,-5.864535329234057,-3.616959449978946
CuRuSeCl3-42627232f104,-6.474918205931254,-5.654695154127402
AgBrPdCl5-a500ad834309,-8.009598108877062,-6.877228419590442
Ag2I2S3Sb4-966b01595b5f,-5.666104007269501,-3.499472271260349
As4Te6-1a8be9e6ee51,-5.0043330580684975,-3.3881331618828865
Ga4Se6-970aa501f769,-6.438842147833855,-4.893842983155361
P4Se6-ddbd9293674b,-5.8717764428641335,-3.171808165302798
Sb4Te6-e0bcb151ac06,-4.894840646684898,-3.5678555574336346
P2Ni3S8-920789254d19,-7.582293944799398,-4.691966961050706
Ga2Te5-2160ce6ad8d2,-5.278279720659299,-3.8890749533303977
Al2S2-63cc2767f1b5,-5.942182679025599,-3.2331580093430903
Au4I8-cf79354e9fdc,-6.129018912673288,-5.248778958920125
Sn4As8-8f9c58f03348,-5.296695028044519,-4.067813171840613
SAs2Te2-14ca7189e896,-5.173324230919067,-4.02453891011888
HgI2O2Pb2-4cdb84724682,-6.340493088627661,-3.6340183148079905
MgGa2Se4-1ba05c189914,-5.531995510789766,-4.386518931095901
Cl2Nb4Se12-6f4ebafd6c7e,-5.231888043938632,-4.150726946216668
PbK2H6S6-c439f634a79b,-6.477088796672076,-4.010753978911661
PdNa2H6S6-168155ea90f0,-6.123070471948237,-3.4125712641521777
Mo2F6-e3537c080584,-7.175111471750538,-4.566164200337011
I2Re6Se8-3b7a78b29f6a,-6.4214074722792045,-4.754760646958172
SeTa3Cl7-7ff8f74add28,-5.43923715472307,-3.857695095611004
Ag4I4Te4-a48a83e28c04,-6.461125122670907,-5.363092481684859
As4Si4Te4-bd8133585462,-5.450545730343129,-3.190035378156641
Cl2Ir2S2-0ef0795751e4,-6.220973126527262,-4.01720231837275
Cu4F4S4-1b27e375fb9b,-7.925906858082846,-6.279430243134308
F2Ga2Te2-75928f2759d9,-6.805223393961394,-3.9779554862012123
Ga4I4Te4-9d1b7f00e6ba,-6.251307899473345,-3.817916684056243
I2In2Te2-8ab904068239,-6.389935177669825,-4.336427207992995
I2Sc2Te2-6553f6f3c533,-5.32483969355287,-3.573465556145535
In2S2Si2-75ce4e192059,-6.418462725240354,-4.213033101085831
Au2I2S4-8dc9dc4f98e9,-6.21852466225792,-4.788706048321032
Li4Sb4S8-a65adbec014e,-5.854343411631082,-3.3197993018231027
AgAlP2Se6-22c94c22db25,-6.107803244951391,-3.768622644418171
AgVP2S6-7bf45cc41500,-6.433851241946626,-4.379955200549336
CuSbAs2Se6-958092e91f31,-6.133115122550334,-4.875770442593551
LiPdP2S6-0837fa399640,-6.336898581559267,-5.483609098571791
As2Sc2S6-1a08743000f5,-6.050251262955821,-4.000631063173272
As2Sn2Te6-07dbbbc90372,-5.015620504123763,-4.2941140090206735
Ge2Zr2S8-f8f3d3d9b9e8,-5.856291333421181,-3.9024052475926116
Sn2Zr2S8-9c776468c07e,-5.79779032613407,-3.8606585836063205
AgGeF6-0142a1614dcf,-10.514444531195558,-7.961418830613199
Cd2Cl2Cu2Se2-c9536b5baec2,-6.565813793717903,-4.124283116359004
As4Ba4F4S8-0263b6b8ecb6,-6.669012932838667,-3.674449041093877
As4Cl4Sr4Se8-9458da41f188,-6.1874652631472244,-3.8162032212381884
K2N2Os2S2F10-071d0e672891,-6.6126490947409895,-4.0966277720027495
Mg7Br12-24e6bc9b626f,-4.939986866004783,-2.401905510362517
As4Be6-5ec0e1d34600,-5.883867033279403,-3.926103971282277
Cr2Se3-1d2a1b575eeb,-5.965828254131288,-5.048328668259124
In4S6-51ba05ba80f5,-6.628802490009695,-3.942369991705812
Co2Br4-f7a620e01d3c,-6.8498436902924675,-4.42233368453201
Ti2Cl4S4-98a93e2ffadc,-6.582336244415167,-4.059098821093762
Zr2Br4S4-b391a8be9c85,-6.741444274438847,-4.011013651425601
Au2Br2Se2-90fec032cc79,-6.681924947900477,-5.410959376148597
Br2I2Pb2-5b7764069651,-7.103815822377157,-4.538873814886864
Cu4S4Tl4-05d03a42beb8,-5.087001916813145,-3.2182045523447824
I2In2S2-a35b123c1b3b,-6.313786319421844,-4.402075336892782
In2Te2Tl2-9afb62dddcd0,-4.392354183005379,-3.0260679902365086
Na2S2Tl2-6ff7f2704d19,-4.6616999964639625,-1.7273242337045935
Ag2Pb2I6-129773a224e8,-6.7123935981297596,-4.098978488442599
Au2Ni2I6-4da245983da6,-5.712996858001853,-4.022898102264677
Sb2Si2Se6-c3ae7c1f68ef,-5.777030933883491,-4.205337208307376
Si4As8-45a9385a8689,-5.641719601545265,-3.6191826010742894
Nb3Cl8-51c6e4d2bd8d,-4.803390898944254,-3.8914147076381997
Pt4I8-ae6d26ca3341,-6.205781623943797,-3.993684208257423
Al2Mg2Se5-b5f4d201ea6e,-5.39779895848663,-3.3735766556179443
Li2V4O10-32e7623d80f4,-5.936957600315623,-5.225270563894312
Nb2O2Br4-7d127da2c220,-5.950624570318513,-4.027792262912148
O4S8Sb8-dcb4784647b2,-5.95098465380096,-3.222029029886315
CdGaInS4-8a736e3e66a4,-6.122563069342698,-4.782598551418273
Cl2Cu2S3As4-5b010bf3937e,-6.700031775676804,-3.7903938870840244
Nb2O2Cl4-29323693cd83,-6.263090855457881,-4.311598341441273
Hg4Te4-d57ec9e559dd,-5.0510657859442585,-4.152062743364331
Sb2Se3-d07765390360,-5.758929162621155,-4.877729789541981
In2Te2-fcd97ff5abcd,-5.624651850673222,-3.8129909448323964
HgI2-7c2657e15a6f,-6.5772956858894895,-4.180252445411969
Re4Se8-c3bc24117d8e,-5.358731990607827,-3.7377876888680532
SnI2-bf884c9076a0,-6.322529626162974,-3.832453280173225
ZrBr2-7897c7cc2491,-3.6757630963644425,-2.3993729970334083
SeBi2S2-5db44a94f3a6,-6.82860032726594,-5.856308028735507
Hf2S6-240d9960ec51,-6.519804613309759,-4.410787024191984
CrW3Se8-0b7696e1f4c9,-5.023851160846571,-3.690986946969787
AsBrS-1dcd471c2288,-6.5482441103716145,-4.511101615227821
BiBrTe-304bc6a92d82,-6.319501272112053,-5.160142982327422
BrSbSe-89b15ddef41d,-6.356993908748098,-4.708402239986863
Ag2Cl2Se4-55e92c5d7b58,-7.020565634842154,-4.600028625586026
Cl2Cu2Se4-c8d0d00e7aa3,-7.169258250825398,-4.745508266193561
NiZrI6-6664877fdd91,-6.527017585228533,-3.9661385507217597
Br2Se2Pb3-adfe44d7c08c,-5.94821987374496,-4.496529155809398
Se3Ir4S5-8b7b4462b74b,-6.184069104191072,-4.625769786198934
SI2Pb2-9ef27e5f3a1f,-6.214824315604924,-4.647938157294225
IPb2Br3-a72dbd49ff94,-7.261721189139868,-4.429620159290137
ClZr2Br5-47c26352de5e,-4.557440463644614,-3.504190738024591
SSeSn-9c38109ec332,-6.577201160089001,-5.101637800603525
GaInTe2-1f4da6e9f888,-5.538413870013503,-4.006622605512223
BrClIr2S2-888cf2dd1c8e,-6.1015782328612485,-3.9742483856348754
GaIrI2S2-bdb18468d79d,-5.626707011114588,-4.447129992848944
GeTiI2S2-3823abf52322,-5.429568241261948,-3.8089847389630407
SSeCl2Sc2-e9a5994b91bf,-6.840642925180963,-3.922245687597576
NiRuTa2Se6-88a8af651ee7,-5.694018706384351,-4.489823153076449
AgSeWBr5-a8b658947749,-6.84480410816068,-4.9599316699820655
INbSeZrBr2S2-95cdc75f2772,-6.80063337396205,-4.658231717050854
ClHfIPdBr4-c06fec96fbbb,-7.291478106881923,-4.905667743473946
Ag2I2Se3As4-1a0a29e03e9b,-6.083155065891502,-3.813676420932071
Cu2I2Te3As4-714b6373927f,-5.856667157611618,-4.139137627425673
Ga8Se12-ee46283c3d86,-6.027020772696602,-3.406266289861102
P4Se6-47898781caab,-6.18114929266186,-3.2847193571793527
P2Ni3Se8-edaa280cff5d,-6.775020977610268,-4.799145363972544
Al2Te5-c0d05cd05bd4,-5.286675115444121,-3.483063589948467
In2S5-c78ad76591bc,-6.203343876475607,-3.6462315551026796
Ni4I8-bcca4e049916,-6.6941093959885745,-4.788867429843483
Pb2I4-a09645eda3b3,-6.411209188895035,-4.025792639922922
Pt2F4-584e487e60cd,-7.4610991055621785,-4.679731815593929
CdCl2S2Sn2-b833dc4cd39f,-5.896620422884002,-3.074617470569345
MgK2Se2H4S8-0732f863d90f,-5.911766979551176,-2.9453200673239026
Tl2Ni4S6-d4de249e9eac,-5.208029531396355,-3.7456572058038202
NiAl2S4-8d86e6972cd5,-5.318398063600153,-3.1696525430753715
PbAs2Te4-77d26562771c,-5.268051952364523,-4.421069111333451
SeAu2O4-17139ba41e5a,-6.58100354332621,-4.65587282837226
Zn2As4S8-32805844f734,-6.4336526341175055,-3.9765228898253917
Cl2Nb4Te12-9c2b0e1ed521,-4.91028781994581,-3.728744340869107
I2Nb4S12-26a41dbcbe1b,-5.472460977215276,-4.656284204254518
W2I6-78cb436613b4,-4.816419717334862,-3.5066479599326965
I2Re6Te8-21c612ab29e1,-5.586490530979998,-4.6926186509092425
OTa3Cl7-d09e89da770a,-5.646049243291176,-4.0774314991789105
SeTa3F7-26e66fc37340,-5.303765731375662,-3.5689481864486554
MoW3O8-998d3ff1db7d,-6.796305800217121,-4.8352883043959025
Br2In2S2-8c8dff74f7ac,-7.831744153622353,-4.997909476009335
Cl2Ir2Se2-fffcd3f09395,-6.05609890993568,-3.8210825625111307
Ga2S2Si2-77eb660766f5,-5.943066761191428,-4.134918684353877
I2Rh2S2-fe00852083f0,-5.732303114059604,-4.067563875893265
P4Si4Te4-d6a4087a2b69,-5.456352810849385,-3.2170065302929043
Sb4Si4Te4-06b91a8136c7,-5.240401865949689,-3.2745397018858258
CrHS2-cb23a1d90736,-5.6769510075185545,-2.8768569590787365
Li4Sb4S8-cd0a13725e2c,-5.945530641634379,-3.1993041690185047
O2Ta2Br4-b97d620cb091,-5.755914836338835,-4.055445030140496
AgAlP2Te6-599d2c419ce3,-5.060558804799951,-3.9958717257844922
AgSbP2Se6-0a306e337b3c,-5.91930240133403,-3.9508744531737534
AuBiP2S6-f3c531067dca,-6.601512275774425,-4.386683380975139
BiCuP2S6-595b66de78e7,-6.950897770755875,-4.362408037427276
Al2As2S6-8ac168af6aba,-5.866398014427183,-4.083306176041329
Al2In2Se6-303cc9653934,-6.5039610843195925,-4.079909999112555
As2Rh2O6-f5bb51e8e2ad,-5.945011909330427,-3.219385899324622
Cr2Sn2Te6-28cd2a6c6e87,-4.9265683159664135,-4.210703522130503
Ge2In2Te6-e5a7ff679836,-5.34948903179486,-4.200891014799508
Pt2Se2O6-4ecc90815612,-5.849876596944492,-3.1183379154735773
Ge2Zr2Se8-1ccf7d68dd6d,-5.4547263726808835,-3.679179493679694
Sn2Zr2Se8-81e65a9f4cd1,-5.312559097045997,-3.67608967523893
Br2Cd2Cu2S2-9e559644937f,-6.560633484704638,-3.987474348087218
Cd2Cl2Cu2Te2-6f001ad6541b,-6.05724554560309,-3.599077027394044
CdHIS-9235b3d89386,-5.6824449206401955,-2.83116359163941
Cu4F4H4O4-0e4fdd36d9b5,-8.575692685848523,-5.74039551710391
As4Ba4F4Se8-1ad1f9530407,-6.306016423046202,-3.957811920142105
C2Pb2Sb2H6S6-a5d56c0a5942,-5.99107064369287,-3.1015717405310212
N2Os2Rb2S2Cl10-10e057446c7d,-6.860841240654044,-5.3749978110862004
Mg7Cl12-6203bd432122,-4.918433949408261,-2.1010284562819916
In4S6-01b27014dcbe,-7.2578743674433035,-4.745649825591061
Au6I6-107cbb37a4dd,-5.846195879276077,-3.613983188070969
Hg3S3-347506ead0e4,-6.3101899343315315,-4.159720957255869
Pt2I4-c54d11408ec3,-5.88158350493118,-4.139759157734037
STl2-9af1ce2f4d67,-5.101198272959458,-3.1360676294944017
Ti2Cl4Se4-7b3e4883243e,-6.101679036683389,-3.7762358045687163
Zr2Br4Se4-8a278985685e,-6.310419646815141,-3.8593136036207505
Au4Cu4Se4-ae7fd4a00d96,-6.0255376824785785,-4.332424341944395
Bi2I2O2-44de0c5ee581,-6.741749169671226,-4.892917238493481
Br2I2Pd2-332bebdd2c45,-6.457912548140707,-4.916790643073879
Cl4In4Te4-ab03a0fd00f1,-7.240664865328641,-4.401766624663118
Cs2Mg2P2-18948cc4b317,-1.8846873068047232,-0.934292025798829
I2In2Te2-1a2b82464b7a,-5.761360688713435,-4.335312862137724
K2Li2S2-283bd7c9b388,-3.180070459089449,-0.7767879580619492
H2In2S4-66b2710f1e53,-6.525405897482974,-3.8087255440547114
Ag2Sb2S6-b3f31fde8ccb,-6.565313830013455,-5.2668216200587965
Au2Pb2I6-1d07b8b7f401,-6.401749544636225,-4.266956857177032
Cu2Hg2Br6-4d481adbd1cb,-7.420565169502531,-4.9090137039516
Hg2Na2I6-1d395ea45c5e,-6.652769468872322,-3.9366584197750534
Sb2Si2Te6-633d9f56834b,-5.2173641214816655,-3.9309956875344128
Al2Si2Te6-a1595f47c79b,-5.447690658073551,-3.7750913242172666
Au4I4Te4-262eb0e259dd,-6.315611439945898,-4.644000193882535
Cr2P2S8-460505ea8de3,-6.641921383313057,-4.237995318877315
ZnIn2S4-be01d74ac33d,-6.221952592832812,-5.351507812212247
I2Nb2O4-8b99d87752f2,-6.241756841794062,-3.9467837179228416
P4Pd4S4-8fe8a1ebbcd8,-6.553160605777627,-4.462726167164883
Ge2Zr2Te8-8bcf3721c34d,-4.805747720165229,-3.6893603221008697
Cl4Cu4H4O4-c4a98b92e296,-8.39689457692154,-5.934984012862708
As2Sb2-cb47bee23dc7,-4.981093352491516,-3.691943258340343
As2-2cfe371476fd,-5.556011477296153,-3.5371664338783857
Pb2Se2-f615d3b872f4,-4.844503791384941,-3.5329559823466345
Se2Sn2-95443c1cf2fb,-4.632561045142301,-3.2871270266667456
HgI2-efa4b9d311d3,-6.434578806989412,-4.5153206468614755
NiS2-c07043374f26,-6.166560170817553,-5.164194953091834
SnI2-d9c422656482,-6.295833205605392,-3.791356263683663
Zr2Cl4-78bf3c7e79be,-4.697716336310878,-3.5489020892102987
MoAg2S4-65c1c4665d99,-6.235169766133437,-4.087698800330957
Bi2I6-01a2d5e89adc,-6.734986944238838,-4.856325956821093
Hf2Se6-719c77b60be8,-5.601604203940188,-4.71680359102625
CrW3Te8-eef072f845ce,-4.532523705581949,-3.595731580618465
BrIZr-28c61999c692,-3.5253182856974004,-2.3508531713512055
Cl2Co2O2-686020e50d70,-6.516511968857502,-5.489259328605771
Cl2N2Ti2-d1fef18803ee,-6.986501119040756,-4.894161290846106
Cl2O2Rh2-c6c664595ece,-6.025360913037642,-5.266333259330095
Ag2Cl2Te4-d2ed9275e89c,-6.230516933029422,-4.132351479113174
Cl2Cu2Te4-fc8a3cace7a2,-6.457289605878065,-4.149440235680405
Mo2W2S8-449640ec4d30,-5.833967430154898,-3.7724526825645035
TeCd2I2-0f5cc7642160,-6.173266484048927,-3.5145851386687843
GeBi2Se2I4-faddde791efe,-6.2449153414210254,-4.825703642714765
IPd2Cl5-1ed957e8c3f0,-7.0634815469145265,-5.6702545218794125
InAu3Br4O4-d6f043ae8a66,-7.130074358742804,-5.575483769538522
BrTeTi-0e844b124226,-4.414308447833011,-3.6510652533749006
CrISe-f8991105b1cc,-5.72827724510082,-4.131801908068133
STeI2In2-9a868ba8a87e,-5.438892486441963,-3.8825150121940384
AgGaCl2Br4-0e3f0b910494,-7.953899026078624,-6.809010407611753
SnZnCl2I4-4001a7694a61,-6.870171181739364,-4.98214879754921
PdZnP2Se6-03624868651d,-5.4605262239722325,-4.664749915654599
AgAuBr4-0f23944e388c,-7.201245993032997,-5.466314411701207
GaPdBr6-a4c4c16a0ad5,-6.963096695503849,-5.533758729920904
GePbSSe-adecad063d11,-4.648375946102333,-3.3458638884929326
CdGeSSeBr2-2e998c711d30,-6.711547203685362,-5.167776522056794
As2Pd3Se8-1aec9f19ab57,-6.6962115760212395,-5.095111399056869
In2Se5-dae344591476,-5.916885064130707,-3.6307595173956653
Ta2F4S4-3e26e36bfe5d,-5.679969977853297,-3.353040833294749
HgI2Pb2S2-57326e1221f1,-6.3515174716885205,-3.7188726289398297
Ni2As4I4O6-dbb4d4373179,-6.536055427324474,-3.8644715867861357
Tl2Ni4Se6-1f7280b66481,-4.960319563957543,-4.140877376632592
NiAl2S4-8993c4c0c1f8,-5.3315530156804085,-2.968270899971456
PbBi2S4-a905294e1de9,-6.782921645472044,-5.743565874680515
SnBi2S4-4efaef08f615,-6.377484362466589,-5.608988935864632
Cl2Ta4S12-43da7c531cef,-5.307221939316419,-4.297664186432766
I2Nb4Se12-cc120a5ff171,-5.260304144160029,-4.227354621191736
W2O6-53fccfe5c61a,-9.775896947374816,-6.910570291377176
TeNb3Br7-1cf393ec32df,-5.399096024318673,-3.9626389696562208
Ag4Cl4Se4-8f756c5e6660,-7.47682679759974,-6.198092313234733
Al2I2Te2-2db20015e6fd,-6.358641582351018,-3.4210899278511313
F2In2Te2-b09d28259169,-6.743334116774415,-4.096487513563307
Ge4P4S4-bccbda8e9314,-6.5765785345926675,-3.7880422909228906
I2Rh2Se2-a750cff4f399,-5.720379188030966,-3.995536110303151
In2Se2Si2-6c77e1a6e170,-6.041735867096542,-3.8928412378395634
Au2Br2S4-17b98eeca376,-6.9383529516200335,-5.260907673556467
O2Ta2Cl4-590ae7c5a671,-6.066183442393438,-4.363860128907487
AgSbP2Te6-3f7e5908867d,-5.232423356060886,-4.109822398083512
AuBiP2Se6-06682c1fa95f,-6.126662320272185,-4.522888410669065
CuSbP2S6-4ef0280586b0,-6.526708504024381,-3.887524200417876
Al2In2Te6-1f6585264ff8,-5.586053493007244,-4.3479744915732255
As2Sc2Se6-2a91dc643fc3,-5.512295619359543,-4.213479507018522
Cr2P2S6-9c7b9ce2894f,-5.393472854568549,-4.159946716636373
Ga2Ge2S6-71f89a005c68,-6.6765152952395015,-4.345925010241729
P2Rh2S6-7dc2bcda7684,-5.749150797544425,-4.400689981160581
Pt2Se2O6-fa32f5efba18,-5.407993503251036,-3.220504511734435
Sn2Zr2Te8-6f395a43f4f4,-4.728372165555557,-3.699858174391877
K2Ta2I12-056407f8a62b,-6.459752362883928,-4.406446772093591
Na2Ta2I12-6e2d63dea03a,-6.31324485263836,-4.382416927881984
Ag2Br2Cd2S2-8445405e8a20,-6.571978231525966,-4.111000712702988
Ag4Cl4H4O4-7a15511a86d5,-7.383647786750204,-6.397822296044971
Br2Cd2Cu2Se2-9e9104616284,-6.561765974379547,-4.1004492111834905
As4Ba4F4Te8-b61476daab9e,-5.543585568372841,-4.134553831370119
AlCdGaS4-d079bd1e8365,-5.859475753751858,-4.167197330638674
H2P2Te2S10-41bcc5b6d695,-6.720431391940547,-4.872619658189308
K2N2Ru2S2F10-7dbb4eb91e55,-6.59056330451585,-3.96571037445513
N2Os2Rb2S2F10-1b78895a56f8,-6.654128983779944,-4.13445858474682
Zn10Cl16-a7ce6b8ebd33,-6.229768237765432,-3.258599776599718
Mg7I12-2fcd05f267b9,-4.8858239571704365,-2.5087937186340543
In2Se3-8b6ebc2c4a11,-6.349400786486374,-4.309066585822947
Au6I6-014ec4abdeb3,-5.631383560139558,-3.9279780952399146
Te4Tl4-7e9476cd1525,-4.5057201825954465,-3.0864004820526527
Pb2I4-6698b580065e,-6.579901724589316,-4.615172048659597
S2Ag4-76e73a43a5db,-6.537676002593236,-3.6311958024605024
Se2Ag4-34ad9bcd903e,-6.323769622305401,-4.253455548171217
Te2Tl4-a3729cb9d17e,-4.191862583705528,-3.0075154330579603
Ti2I4Se4-1721df09bb0d,-5.8966260097100065,-3.8672460218233278
Zr2Br4Te4-1001eb2103a7,-5.621916257615782,-3.827295264721232
Bi2Br6-2997c1142576,-7.579999884901541,-5.442232332252598
As4Be4Tl4-391dc02ec1c1,-3.8793975769242177,-3.144334777407637
Au2K2Se2-6400357550d6,-3.929295701057648,-1.388159167923602
Br4I4Pd4-c8dc5fae1fc3,-6.659039973783696,-5.307231494497487
Cs2Na2Se2-f1dcf121a29a,-2.9664204803140892,-0.8258591266974968
I4In4Te4-2bfb956aa829,-6.069168809888465,-4.398733420191021
O2S2Ti2-e298a0b258b7,-6.752609726194569,-4.564288283614037
H2In2Se4-3d240fef03d0,-5.957795966326977,-4.0509142364120905
Cu2Hg2Cl6-4dda60620086,-7.663846052864825,-4.9868500938776
Hg2Sn2Se6-72995c9e84c2,-5.9470597501302445,-4.9937816033694205
Br4In4Te4-9513681dd4d6,-6.820953698863102,-4.057075190729246
Nb2O2I4-4a99bd580b02,-5.50056582576413,-3.6557305824706003
P4Pd4Se4-751b3b921d0f,-6.306879512219091,-4.344069621001602
Br2N2Zr2-0b24da71dc8c,-6.972293868547075,-4.213562390356321
K2N2O2Os2F10-8e219ece0eeb,-7.826668840175722,-4.993422092008083
In8Se8-edb7f5c007da,-6.36316457552395,-4.318581604004705
Hf2Br4-721fcaa35f4a,-4.435610022815461,-3.1014799782671894
As4-ff6eb167410f,-4.949028961412232,-3.625324832211099
Ge2S2-ecbb7c185669,-5.5055856733088735,-3.1334604802387194
SeSn-d59c96fdfda1,-6.168206312267722,-3.3801508667648927
Te2Zn2-4e0f8a77aaf0,-5.251879249481783,-3.9580344089385866
GeI2-24970c2cdc0f,-6.295352578021626,-3.6275744546058943
HfSe2-7a708c5759cf,-5.814381150038345,-4.594969697365622
In4Br8-5d48ce80db68,-6.868708368106715,-4.5375429085323855
Ni2Se4-d3aef0ef49cc,-6.445742956339915,-4.262959934762939
Os2Se4-a27442d3eef5,-5.460334028628245,-4.07102667957605
TiI2-088e8488f895,-3.2311715129324883,-2.4027681472538003
WO2-94cfbb3f9284,-6.737248880351611,-4.640381281170261
ZrS2-8913f4e54692,-6.972009997018666,-4.804547314051091
CF2Y2-c1e2c223ffeb,-4.717979623282895,-2.7518667704673887
SeS2Sb2-ca777fa17a63,-6.221039374666379,-5.111511279146249
MoAg2Se4-e20f318fc059,-5.680998524336198,-3.907412245661408
Bi2I6-433fccc74b5d,-6.8415161536812175,-4.735742582301171
Cr2I6-462e253dd5f0,-6.122035595833183,-4.03056711327686
Rh2I6-cead7a19c832,-6.061005751199413,-4.095532695630116
Sb2I6-d7ab89c33511,-6.47955045145464,-3.995336460920891
Tl2Br6-a53871fb1a3b,-7.988791665095828,-5.442523960451865
BrSbTe-18e62ba75259,-6.097224482202395,-4.482007457137745
SSeW-001e03f2c095,-5.354175520076873,-3.4430100054114567
Ag2I2S4-c6527bc4fbaf,-6.535754684957382,-4.312306384171148
Hg2P2S6-b81eb586acfd,-6.647258334679876,-4.753231233722787
Mo2W2Se8-a1d716aad84d,-5.157318767396565,-3.4082343708470244
FeZrI6-8357694f8740,-6.197958149508969,-3.6000101368195594
ZrHf2Se6-36b61a1119b3,-5.837532944262144,-4.625429617652797
NiPd3Se8-73e3de8ea6a5,-5.539691912374559,-4.837861429966808
Ag2I2Br4-452feb8ac9c5,-6.874697362002852,-4.812100215214949
Ru3S3Cl6-7c82db77d1e3,-7.700104118560416,-6.569406603127366
GaMnCl2O2-552715b8798f,-7.441287210598982,-5.56806772249589
SSeCr2I2-1a2f1f3049df,-5.977079880085974,-4.7455200554684875
InIrBr3I3-6812060227e6,-6.576166535299558,-3.861411798470753
HfSeCl3Mn3S4-daa91a8ef7a8,-6.985628153379851,-5.157413032813567
CdPdCl4-f3c6303f41bb,-7.743920942019552,-4.931014590892065
GeMnCl6-7285cd81743c,-7.054764610964179,-4.925818129747353
NiPdF6-35bbda4a90d6,-9.570734560402878,-7.50924545622494
NiSSeZr-53d87eb0d077,-5.825004332398083,-3.9444649422376856
ISSnAs2Ge2Se2Cl5-ec5586326bd2,-6.707204056604626,-5.509600821472469
Ag2I2Se3Sb4-27c011e3e351,-5.841852394879481,-3.6150004593519034
Br2Cu2S3As4-bc471ae3c23e,-6.623054994924221,-3.792807392922487
Ga8Te12-d2bf4dd1cbd3,-5.00336985779059,-3.5232608976747337
Ta3Br8-78498623df70,-4.395858898775165,-3.57442599708599
Al2Se2-812d7e985061,-5.589131094174737,-3.233045816156639
S4Sn4-aedf8642b265,-5.329793955265126,-2.903526650761004
Pd4Br8-f88e94a06245,-7.31625889871639,-4.946368006641306
CBr2Sc2-85c157b70bbf,-5.925131102147935,-4.188679594064876
HgI2S2Sn2-9b877e770bcf,-6.072876450386233,-3.4843248195855443
MgIn2S4-7a7c385a976f,-6.485350848443375,-4.34808756533446
PbBi2Se4-8fe388c853a5,-6.293427901666981,-5.537513740345949
Cl2Ta4Se12-846d76c55de7,-5.08517596836306,-3.982228194967397
I2Ta4S12-a7b40e2c7493,-5.360944416675693,-4.424627662935157
Ta4S12-acc8cbf1a819,-6.181154524091035,-5.358102341105406
Br2Re6S8-705445630a7a,-7.139364764397193,-4.868852859361596
SNb3Cl7-fae9766f49ed,-5.887020414447125,-4.233260589993758
TeNb3F7-d5273de0c2e0,-5.480004378740544,-3.760917757831441
Br2In2Se2-e0a6fc7297b6,-7.67548897935403,-4.971522019483533
Cl2Ir2Te2-289d689e2f8f,-5.863262468489374,-3.813518442168884
F2N2Ti2-7c77c5eaa7eb,-7.00344889160704,-4.675310506764367
F2O2Tl2-54d2c1a2215e,-9.094528765789189,-7.606054483128995
F2Sc2Se2-a4bdf22f2f67,-5.296003832001894,-3.140238922947063
Ga2Se2Si2-52f2e7da757c,-5.931797817026265,-3.8546747580694296
Ge4P4Se4-37bbd756724d,-6.180872217560758,-3.7479583154523923
I2Ir2S2-650dad3fa94d,-5.418794789228134,-3.6700311876374396
I2Rh2Te2-e79bc934d334,-5.452935161686991,-4.021104869127397
P4Pd4Te4-661c8674805c,-5.839699728207957,-4.420435219240775
As2Cu2S4-83b2e0dd95ef,-5.384179134592349,-4.538939357176126
Au2Br2S4-8f58b28d35bb,-6.659592910009703,-5.048295940928725
AgTlP2S6-2332434aaecb,-6.601489670214378,-5.180408207489265
CoLiAs2Se6-2012c24212dc,-6.013273534577419,-4.838192770468089
CuSbP2Se6-bcb7ec27050a,-6.005417442792856,-4.093135243310657
C2Cs2O6-d0bb90038b7f,-7.851638667482113,-5.187499602783484
Ag2Br2Cd2Se2-b99f91c23d3a,-6.354812954982134,-4.252706204572142
Br2Cd2Cu2Te2-743789f937f6,-6.141036091194378,-3.6752397180920617
F4P4Sr4S8-97267b4c2548,-6.563508502462994,-3.627416016656701
N2Na2O2Os2Cl10-8b7509f393bc,-7.603822002024506,-5.842041690923547
N2Rb2Ru2S2Cl10-7744b8e6b0fb,-6.868402105295905,-5.544465947737367
In4Te6-1a3a1f94b382,-5.507931847416965,-4.215292881790223
Au4S4-907b914a6063,-5.8769436416691345,-4.539543434527605
